id,Пол,Возраст,Вес,Проффесия,Высшее_образование
3024,Ж,19,60,Таргетолог,Нет
3025,,67,97,Сантехник,Да
3026,Ж,26,87,Backend-разработчик,Да
3027,М,80,92,Крановщик,Да
3028,Ж,20,89,Frontend-разработчик,Да
3029,Ж,27,74,Frontend-разработчик,Да
3030,Ж,53,72,Тренер по легкой атлетике,Да
3031,Ж,25,55,Таргетолог,Нет
3032,М,70,72,Сантехник,Да
3033,М,70,72,Сантехник,Да
3034,Ж,30,65,Data scientist,Да
3035,Ж,24,56,SMM-специалист,Нет
3036,М,22,83,Data scientist,Да
3037,М,52,72,Сантехник,Да
3038,,68,84,Сварщик,Да
3039,Ж,29,61,Backend-разработчик,Да
3040,Ж,25,45,Блогер,Нет
3041,М,28,68,Тестировщик,Да
3042,М,28,68,Тестировщик,Да
3043,М,28,68,Тестировщик,Да
3044,М,57,75,Тренер по футболу,Да
3045,Ж,80,78,Тренер по киберспорту,Да
3046,М,30,85,Frontend-разработчик,Да
3047,М,80,94,Токарь,Да
3048,М,66,93,Маляр,Да
3049,Ж,23,58,Фотограф,Нет
3050,М,24,59,,Да
3051,,69,70,Сварщик,Да
3052,Ж,50,74,Тренер по фитнесу,Да
3053,Ж,25,76,Data scientist,Да
3054,Ж,25,76,Data scientist,Да
3055,М,74,93,Тренер по волейболу,Да
3056,М,74,93,Тренер по волейболу,Да
3057,Ж,18,48,SMM-специалист,Нет
3058,Ж,18,48,SMM-специалист,Нет
3059,М,72,76,Маляр,Да
3060,М,72,76,Маляр,Да
3061,Ж,24,56,Копирайтер,Нет
3062,М,45,83,Сварщик,Да
3063,М,26,50,Backend-разработчик,Да
3064,М,23,75,Тестировщик,Да
3065,Ж,23,54,Таргетолог,Нет
3066,Ж,23,64,Data scientist,Да
3067,Ж,66,87,Тренер по киберспорту,Да
3068,Ж,66,87,Тренер по киберспорту,Да
3069,Ж,18,45,Блогер,Нет
3070,Ж,18,45,Блогер,Нет
3071,Ж,18,45,Блогер,Нет
3072,Ж,53,83,Тренер по киберспорту,Да
3073,Ж,53,83,Тренер по киберспорту,Да
3074,М,73,96,Токарь,Да
3075,М,73,96,Токарь,Да
3076,Ж,47,93,Тренер по волейболу,Да
3077,М,77,71,Сварщик,Да
3078,Ж,21,52,Фотограф,Нет
3079,М,62,99,Крановщик,Да
3080,М,26,69,,Да
3081,М,26,69,,Да
3082,Ж,21,50,Фотограф,Нет
3083,М,22,44,IOS-разработчик,Да
3084,М,25,74,Frontend-разработчик,Да
3085,М,49,85,Сантехник,Да
3086,М,49,85,Сантехник,Да
3087,М,49,85,Сантехник,Да
3088,Ж,23,40,Блогер,Нет
3089,Ж,221,71,Тренер по волейболу,Да
3090,Ж,221,71,Тренер по волейболу,Да
3091,М,54,94,Токарь,Да
3092,М,54,94,Токарь,Да
3093,Ж,75,98,Тренер по легкой атлетике,Да
3094,М,28,78,Frontend-разработчик,Да
3095,М,28,78,Frontend-разработчик,Да
3096,М,28,78,Frontend-разработчик,Да
3097,М,79,77,Тренер по футболу,Да
3098,,51,92,Маляр,Да
3099,,51,92,Маляр,Да
3100,,51,92,Маляр,Да
3101,Ж,22,58,Копирайтер,Нет
3102,Ж,22,58,Копирайтер,Нет
3103,М,23,83,Backend-разработчик,Да
3104,М,21,46,Тестировщик,Да
3105,М,59,73,Тренер по легкой атлетике,Да
3106,М,20,68,Frontend-разработчик,Да
3107,М,20,68,Frontend-разработчик,Да
3108,М,45,91,Тренер по легкой атлетике,Да
3109,М,73,96,Сварщик,Да
3110,Ж,28,63,Backend-разработчик,Да
3111,Ж,61,74,Тренер по киберспорту,Да
3112,М,51,83,Тренер по волейболу,Да
3113,М,27,84,IOS-разработчик,Да
3114,Ж,19,51,Фотограф,Нет
3115,Ж,78,71,Тренер по киберспорту,Да
3116,Ж,66,75,Тренер по киберспорту,Да
3117,Ж,20,49,Копирайтер,Нет
3118,Ж,27,82,,Да
3119,Ж,27,82,,Да
3120,Ж,27,82,,Да
3121,М,25,48,Тестировщик,Да
3122,М,25,48,Тестировщик,Да
3123,М,57,74,Тренер по киберспорту,Да
3124,М,50,93,Токарь,Да
3125,М,50,93,Токарь,Да
3126,М,49,88,Тренер по футболу,Да
3127,М,60,96,Тренер по волейболу,Да
3128,Ж,24,1440,Копирайтер,Нет
3129,М,80,80,Маляр,Да
3130,М,69,84,Маляр,Да
3131,Ж,69,70,Тренер по волейболу,Да
3132,М,63,74,Тренер по фитнесу,Да
3133,Ж,20,84,,Да
3134,Ж,20,84,,Да
3135,М,53,85,Сантехник,Да
3136,Ж,20,83,IOS-разработчик,Да
3137,Ж,20,83,IOS-разработчик,Да
3138,,50,84,Сантехник,Да
3139,,50,84,Сантехник,Да
3140,Ж,25,47,Копирайтер,Нет
3141,Ж,25,47,Копирайтер,Нет
3142,М,47,70,Тренер по футболу,Да
3143,М,47,70,Тренер по футболу,Да
3144,Ж,21,50,SMM-специалист,Нет
3145,Ж,21,48,Копирайтер,Нет
3146,М,48,97,Тренер по фитнесу,Да
3147,Ж,48,76,Тренер по фитнесу,Да
3148,М,64,91,Тренер по легкой атлетике,Да
3149,М,20,53,Data scientist,Да
3150,Ж,80,95,Тренер по фитнесу,Да
3151,Ж,55,85,Тренер по фитнесу,Да
3152,М,52,84,Маляр,Да
3153,Ж,24,50,SMM-специалист,Нет
3154,Ж,24,50,SMM-специалист,Нет
3155,,60,97,Маляр,Да
3156,М,21,49,,Да
3157,М,57,83,Тренер по киберспорту,Да
3158,М,57,83,Тренер по киберспорту,Да
3159,М,65,96,Крановщик,Да
3160,М,65,96,Крановщик,Да
3161,М,80,83,Маляр,Да
3162,М,21,61,Frontend-разработчик,Да
3163,Ж,20,86,Backend-разработчик,Да
3164,М,29,50,Тестировщик,Да
3165,Ж,19,46,Блогер,Нет
3166,М,22,70,Тестировщик,Да
3167,Ж,19,59,Таргетолог,Нет
3168,Ж,23,63,Backend-разработчик,Да
3169,Ж,21,47,Фотограф,Нет
3170,М,77,71,Тренер по киберспорту,Да
3171,Ж,25,50,Копирайтер,Нет
3172,М,30,77,Frontend-разработчик,Да
3173,Ж,24,60,Копирайтер,Нет
3174,Ж,29,66,Backend-разработчик,Да
3175,М,50,91,Сварщик,Да
3176,М,61,92,Тренер по волейболу,Да
3177,М,24,80,Data scientist,Да
3178,М,24,80,Data scientist,Да
3179,Ж,234,81,Тренер по волейболу,Да
3180,М,22,43,,Да
3181,М,22,43,,Да
3182,Ж,20,55,Копирайтер,Нет
3183,Ж,21,52,Таргетолог,Нет
3184,М,66,90,Тренер по киберспорту,Да
3185,Ж,24,45,Таргетолог,Нет
3186,Ж,22,42,Блогер,Нет
3187,Ж,21,58,Backend-разработчик,Да
3188,Ж,21,58,Backend-разработчик,Да
3189,Ж,69,73,Тренер по легкой атлетике,Да
3190,Ж,69,73,Тренер по легкой атлетике,Да
3191,Ж,23,45,SMM-специалист,Нет
3192,М,27,73,Frontend-разработчик,Да
3193,М,24,89,Data scientist,Да
3194,М,24,89,Data scientist,Да
3195,М,67,73,Сварщик,Да
3196,М,67,73,Сварщик,Да
3197,М,54,77,Токарь,Да
3198,М,54,77,Токарь,Да
3199,Ж,29,51,,Да
3200,Ж,21,48,Копирайтер,Нет
3201,Ж,21,48,Копирайтер,Нет
3202,М,79,74,Тренер по футболу,Да
3203,М,23,54,Frontend-разработчик,Да
3204,М,23,54,Frontend-разработчик,Да
3205,Ж,24,84,Frontend-разработчик,Да
3206,Ж,24,84,Frontend-разработчик,Да
3207,Ж,21,40,Таргетолог,Нет
3208,Ж,23,1517,SMM-специалист,Нет
3209,Ж,23,47,Копирайтер,Нет
3210,Ж,19,55,Блогер,Нет
3211,Ж,19,55,Блогер,Нет
3212,М,49,95,Сантехник,Да
3213,М,65,92,Сантехник,Да
3214,М,65,92,Сантехник,Да
3215,Ж,30,60,,Да
3216,Ж,30,60,,Да
3217,Ж,24,1135,Таргетолог,Нет
3218,Ж,20,60,SMM-специалист,Нет
3219,Ж,19,53,Блогер,Нет
3220,Ж,19,53,Блогер,Нет
3221,М,80,85,Маляр,Да
3222,М,30,61,Тестировщик,Да
3223,Ж,22,66,Тестировщик,Да
3224,М,213,92,Тренер по легкой атлетике,Да
3225,М,213,92,Тренер по легкой атлетике,Да
3226,М,213,92,Тренер по легкой атлетике,Да
3227,М,54,81,Тренер по волейболу,Да
3228,,57,74,Крановщик,Да
3229,М,63,76,Сантехник,Да
3230,М,63,76,Сантехник,Да
3231,Ж,30,45,Data scientist,Да
3232,Ж,70,92,Тренер по волейболу,Да
3233,М,50,74,Сантехник,Да
3234,М,78,97,Сантехник,Да
3235,Ж,25,42,,Да
3236,М,236,94,Тренер по волейболу,Да
3237,М,236,94,Тренер по волейболу,Да
3238,М,236,94,Тренер по волейболу,Да
3239,Ж,63,96,Тренер по фитнесу,Да
3240,Ж,19,43,Копирайтер,Нет
3241,М,23,84,Data scientist,Да
3242,Ж,22,65,Тестировщик,Да
3243,Ж,73,73,Тренер по киберспорту,Да
3244,М,24,46,IOS-разработчик,Да
3245,Ж,24,40,Копирайтер,Нет
3246,Ж,18,57,Копирайтер,Нет
3247,М,66,78,Сварщик,Да
3248,Ж,20,49,Копирайтер,Нет
3249,М,45,75,Тренер по фитнесу,Да
3250,М,56,72,Токарь,Да
3251,М,56,72,Токарь,Да
3252,М,74,89,Тренер по киберспорту,Да
3253,Ж,73,95,Тренер по киберспорту,Да
3254,М,47,70,Сантехник,Да
3255,Ж,76,96,Тренер по фитнесу,Да
3256,Ж,76,96,Тренер по фитнесу,Да
3257,М,26,40,Data scientist,Да
3258,Ж,69,95,Тренер по фитнесу,Да
3259,М,71,98,Токарь,Да
3260,Ж,56,75,Тренер по волейболу,Да
3261,Ж,76,93,Тренер по футболу,Да
3262,Ж,76,93,Тренер по футболу,Да
3263,М,62,84,Тренер по волейболу,Да
3264,М,26,54,IOS-разработчик,Да
3265,,70,94,Крановщик,Да
3266,М,45,90,Сварщик,Да
3267,М,78,94,Токарь,Да
3268,М,48,87,Тренер по киберспорту,Да
3269,М,73,83,Токарь,Да
3270,М,68,94,Сантехник,Да
3271,М,68,94,Сантехник,Да
3272,Ж,23,48,SMM-специалист,Нет
3273,Ж,23,48,SMM-специалист,Нет
3274,М,29,45,Frontend-разработчик,Да
3275,М,26,56,Frontend-разработчик,Да
3276,М,47,84,Сварщик,Да
3277,Ж,18,58,Блогер,Нет
3278,Ж,18,58,Блогер,Нет
3279,Ж,18,58,Блогер,Нет
3280,Ж,19,42,Копирайтер,Нет
3281,М,48,95,Токарь,Да
3282,М,50,96,Токарь,Да
3283,М,52,76,Тренер по волейболу,Да
3284,,70,98,Сварщик,Да
3285,,70,98,Сварщик,Да
3286,Ж,19,1134,Фотограф,Нет
3287,Ж,20,60,Таргетолог,Нет
3288,М,66,89,Тренер по волейболу,Да
3289,Ж,22,54,Блогер,Нет
3290,М,25,69,Data scientist,Да
3291,Ж,20,41,Фотограф,Нет
3292,Ж,22,46,Блогер,Нет
3293,Ж,22,46,Блогер,Нет
3294,Ж,22,46,Блогер,Нет
3295,М,77,94,Тренер по волейболу,Да
3296,Ж,18,48,Копирайтер,Нет
3297,Ж,57,87,Тренер по легкой атлетике,Да
3298,М,47,94,Токарь,Да
3299,Ж,25,45,Копирайтер,Нет
3300,Ж,25,45,Копирайтер,Нет
3301,М,63,80,Тренер по легкой атлетике,Да
3302,Ж,18,54,Блогер,Нет
3303,М,45,94,Токарь,Да
3304,Ж,22,48,Фотограф,Нет
3305,Ж,25,40,SMM-специалист,Нет
3306,Ж,23,59,Таргетолог,Нет
3307,М,52,86,Тренер по фитнесу,Да
3308,М,52,86,Тренер по фитнесу,Да
3309,Ж,18,50,Таргетолог,Нет
3310,Ж,18,50,Таргетолог,Нет
3311,Ж,18,50,Таргетолог,Нет
3312,Ж,19,42,Таргетолог,Нет
3313,М,77,87,Сварщик,Да
3314,Ж,24,1761,Копирайтер,Нет
3315,Ж,70,82,Тренер по волейболу,Да
3316,Ж,24,58,Копирайтер,Нет
3317,М,23,85,IOS-разработчик,Да
3318,М,29,59,,Да
3319,Ж,21,51,Блогер,Нет
3320,Ж,20,67,Frontend-разработчик,Да
3321,М,20,74,IOS-разработчик,Да
3322,М,20,74,IOS-разработчик,Да
3323,Ж,19,52,Таргетолог,Нет
3324,Ж,19,52,Таргетолог,Нет
3325,Ж,69,87,Тренер по волейболу,Да
3326,М,59,97,Тренер по киберспорту,Да
3327,Ж,22,57,Копирайтер,Нет
3328,М,52,92,Маляр,Да
3329,М,52,92,Маляр,Да
3330,М,74,85,Крановщик,Да
3331,Ж,29,53,Frontend-разработчик,Да
3332,Ж,29,53,Frontend-разработчик,Да
3333,М,70,76,Тренер по волейболу,Да
3334,М,70,76,Тренер по волейболу,Да
3335,М,70,76,Тренер по волейболу,Да
3336,Ж,73,81,Тренер по футболу,Да
3337,Ж,73,81,Тренер по футболу,Да
3338,Ж,73,81,Тренер по футболу,Да
3339,,56,74,Маляр,Да
3340,Ж,22,47,Таргетолог,Нет
3341,Ж,22,47,Таргетолог,Нет
3342,М,71,95,Тренер по фитнесу,Да
3343,Ж,57,95,Тренер по легкой атлетике,Да
3344,М,63,97,Токарь,Да
3345,М,21,49,Frontend-разработчик,Да
3346,М,29,78,Frontend-разработчик,Да
3347,М,29,78,Frontend-разработчик,Да
3348,М,29,78,Frontend-разработчик,Да
3349,М,29,78,Frontend-разработчик,Да
3350,М,29,48,Backend-разработчик,Да
3351,М,56,71,Сварщик,Да
3352,Ж,21,47,Блогер,Нет
3353,Ж,21,47,Блогер,Нет
3354,М,59,95,Токарь,Да
3355,М,249,84,Тренер по волейболу,Да
3356,М,249,84,Тренер по волейболу,Да
3357,М,249,84,Тренер по волейболу,Да
3358,Ж,70,96,Тренер по фитнесу,Да
3359,Ж,70,96,Тренер по фитнесу,Да
3360,Ж,28,73,Frontend-разработчик,Да
3361,Ж,28,73,Frontend-разработчик,Да
3362,Ж,28,73,Frontend-разработчик,Да
3363,,63,80,Сварщик,Да
3364,Ж,20,45,Таргетолог,Нет
3365,Ж,18,57,Таргетолог,Нет
3366,Ж,18,57,Таргетолог,Нет
3367,Ж,25,90,IOS-разработчик,Да
3368,М,51,85,Сантехник,Да
3369,М,71,70,Тренер по волейболу,Да
3370,Ж,75,90,Тренер по легкой атлетике,Да
3371,М,74,75,Крановщик,Да
3372,Ж,25,46,Фотограф,Нет
3373,Ж,25,46,Фотограф,Нет
3374,Ж,57,81,Тренер по футболу,Да
3375,Ж,57,81,Тренер по футболу,Да
3376,Ж,57,81,Тренер по футболу,Да
3377,М,56,84,Тренер по футболу,Да
3378,Ж,19,48,SMM-специалист,Нет
3379,Ж,19,48,SMM-специалист,Нет
3380,М,80,86,Тренер по легкой атлетике,Да
3381,М,80,86,Тренер по легкой атлетике,Да
3382,М,80,86,Тренер по легкой атлетике,Да
3383,Ж,23,43,SMM-специалист,Нет
